transaction_id,agent_id,area,timestamp,type,amount,status,opening_balance,current_balance,event_flags,case_status,is_ground_truth_anomaly,anomaly_type
RO-TXN-300044,AGENT-005,"Sreepur, Gazipur",2024-07-30T20:00:14Z,cash_out,2000,SUCCESS,30000,32000,,NONE,false,
RO-TXN-300045,AGENT-008,"Chowrasta, Gazipur",2024-07-30T11:45:03Z,cash_out,5000,SUCCESS,108000,113000,,NONE,false,
RO-TXN-300046,AGENT-008,"Chowrasta, Gazipur",2024-07-30T20:15:35Z,cash_out,1000,SUCCESS,113000,114000,,NONE,false,
RO-TXN-300047,AGENT-004,"Mirpur, Dhaka",2024-07-31T17:00:22Z,cash_out,500,SUCCESS,46000,46500,,NONE,false,
RO-TXN-300048,AGENT-007,"Sadar, Tangail",2024-07-31T13:15:48Z,cash_in,1000,SUCCESS,51500,50500,,NONE,false,
RO-TXN-300049,AGENT-002,"Motijheel, Dhaka",2024-08-01T09:00:43Z,cash_out,25000,SUCCESS,95000,120000,,NONE,false,
RO-TXN-300050,AGENT-004,"Mirpur, Dhaka",2024-08-01T11:15:13Z,cash_out,15000,SUCCESS,46500,61500,,NONE,false,
RO-TXN-300051,AGENT-004,"Mirpur, Dhaka",2024-08-01T13:45:26Z,cash_in,20000,SUCCESS,61500,41500,,NONE,false,
RO-TXN-300052,AGENT-006,"Sadar, Mymensingh",2024-08-01T11:45:30Z,cash_out,10000,SUCCESS,70000,80000,,NONE,false,
RO-TXN-300053,AGENT-001,"Gulshan, Dhaka",2024-08-02T08:15:15Z,cash_out,1000,SUCCESS,65500,66500,,NONE,false,
RO-TXN-300054,AGENT-001,"Gulshan, Dhaka",2024-08-02T09:45:21Z,cash_in,25000,SUCCESS,66500,41500,,NONE,false,
RO-TXN-300055,AGENT-003,"Dhanmondi, Dhaka",2024-08-02T21:00:07Z,cash_out,25000,SUCCESS,84500,109500,,NONE,false,
RO-TXN-300056,AGENT-003,"Dhanmondi, Dhaka",2024-08-02T15:00:49Z,cash_out,2000,SUCCESS,109500,111500,,NONE,false,
RO-TXN-300057,AGENT-004,"Mirpur, Dhaka",2024-08-02T19:00:02Z,cash_out,1000,SUCCESS,41500,42500,,NONE,false,
RO-TXN-300058,AGENT-001,"Gulshan, Dhaka",2024-08-03T13:45:37Z,cash_out,25000,SUCCESS,41500,66500,,NONE,false,
RO-TXN-300059,AGENT-002,"Motijheel, Dhaka",2024-08-03T13:00:48Z,cash_out,1500,SUCCESS,120000,121500,,NONE,false,
RO-TXN-300060,AGENT-006,"Sadar, Mymensingh",2024-08-03T09:30:51Z,cash_out,1000,SUCCESS,80000,81000,,NONE,false,
RO-TXN-300061,AGENT-006,"Sadar, Mymensingh",2024-08-03T10:00:31Z,cash_in,500,SUCCESS,81000,80500,,NONE,false,
RO-TXN-300062,AGENT-007,"Sadar, Tangail",2024-08-03T12:00:12Z,cash_in,5000,SUCCESS,50500,45500,,NONE,false,
RO-TXN-300063,AGENT-004,"Mirpur, Dhaka",2024-08-04T15:45:49Z,cash_in,20000,SUCCESS,42500,22500,,NONE,false,
RO-TXN-300064,AGENT-004,"Mirpur, Dhaka",2024-08-04T08:45:42Z,cash_in,2000,SUCCESS,22500,20500,,NONE,false,
RO-TXN-300065,AGENT-004,"Mirpur, Dhaka",2024-08-04T17:30:26Z,cash_out,3000,SUCCESS,20500,23500,,NONE,false,
RO-TXN-300066,AGENT-007,"Sadar, Tangail",2024-08-04T20:15:36Z,cash_in,1000,SUCCESS,45500,44500,,NONE,false,
RO-TXN-300067,AGENT-001,"Gulshan, Dhaka",2024-08-05T18:15:05Z,cash_out,1500,SUCCESS,66500,68000,,NONE,false,
RO-TXN-300068,AGENT-004,"Mirpur, Dhaka",2024-08-05T10:00:25Z,cash_in,2000,SUCCESS,23500,21500,,NONE,false,
RO-TXN-300069,AGENT-004,"Mirpur, Dhaka",2024-08-05T11:30:25Z,cash_in,8000,SUCCESS,21500,13500,,NONE,false,
RO-TXN-300070,AGENT-004,"Mirpur, Dhaka",2024-08-05T17:45:25Z,cash_out,25000,SUCCESS,13500,38500,,NONE,false,
RO-TXN-300071,AGENT-001,"Gulshan, Dhaka",2024-08-06T10:45:40Z,cash_out,3000,SUCCESS,68000,71000,,NONE,false,
RO-TXN-300072,AGENT-001,"Gulshan, Dhaka",2024-08-06T00:15:08Z,cash_out,15000,SUCCESS,71000,86000,,NONE,false,
RO-TXN-300073,AGENT-003,"Dhanmondi, Dhaka",2024-08-06T14:00:04Z,cash_in,5000,SUCCESS,111500,106500,,NONE,false,
RO-TXN-300074,AGENT-005,"Sreepur, Gazipur",2024-08-06T18:30:23Z,cash_out,2000,SUCCESS,32000,34000,,NONE,false,
RO-TXN-300075,AGENT-007,"Sadar, Tangail",2024-08-06T11:15:25Z,cash_out,25000,SUCCESS,44500,69500,,NONE,false,
RO-TXN-300076,AGENT-007,"Sadar, Tangail",2024-08-06T21:15:17Z,cash_out,1000,SUCCESS,69500,70500,,NONE,false,
RO-TXN-300077,AGENT-001,"Gulshan, Dhaka",2024-08-07T20:30:45Z,cash_out,1000,SUCCESS,86000,87000,,NONE,false,
RO-TXN-300078,AGENT-008,"Chowrasta, Gazipur",2024-08-07T14:45:53Z,cash_in,1000,SUCCESS,114000,113000,,NONE,false,
RO-TXN-300079,AGENT-001,"Gulshan, Dhaka",2024-08-08T09:30:57Z,cash_in,5000,SUCCESS,87000,82000,,NONE,false,
RO-TXN-300080,AGENT-004,"Mirpur, Dhaka",2024-08-08T15:00:41Z,cash_out,25000,SUCCESS,38500,63500,,NONE,false,
RO-TXN-300081,AGENT-005,"Sreepur, Gazipur",2024-08-08T14:15:59Z,cash_out,500,SUCCESS,34000,34500,,NONE,false,
RO-TXN-300082,AGENT-006,"Sadar, Mymensingh",2024-08-08T09:00:31Z,cash_out,5000,SUCCESS,80500,85500,,NONE,false,
RO-TXN-300083,AGENT-008,"Chowrasta, Gazipur",2024-08-08T12:45:38Z,cash_out,8000,SUCCESS,113000,121000,,NONE,false,
RO-TXN-300084,AGENT-003,"Dhanmondi, Dhaka",2024-08-09T12:15:18Z,cash_out,8000,SUCCESS,106500,114500,,NONE,false,
RO-TXN-300085,AGENT-007,"Sadar, Tangail",2024-08-09T15:15:13Z,cash_out,3000,SUCCESS,70500,73500,,NONE,false,
RO-TXN-300086,AGENT-008,"Chowrasta, Gazipur",2024-08-09T23:45:25Z,cash_out,1000,SUCCESS,121000,122000,,NONE,false,
RO-TXN-300087,AGENT-004,"Mirpur, Dhaka",2024-08-10T18:00:23Z,cash_in,8000,SUCCESS,63500,55500,,NONE,false,
RO-TXN-300088,AGENT-008,"Chowrasta, Gazipur",2024-08-10T11:00:24Z,cash_in,15000,SUCCESS,122000,107000,,NONE,false,
RO-TXN-300089,AGENT-002,"Motijheel, Dhaka",2024-08-11T10:00:28Z,cash_out,25000,SUCCESS,121500,146500,,NONE,false,
RO-TXN-300090,AGENT-004,"Mirpur, Dhaka",2024-08-11T13:30:53Z,cash_in,8000,SUCCESS,55500,47500,,NONE,false,
RO-TXN-300091,AGENT-005,"Sreepur, Gazipur",2024-08-11T09:30:07Z,cash_in,5000,SUCCESS,34500,29500,,NONE,false,
RO-TXN-300092,AGENT-002,"Motijheel, Dhaka",2024-08-12T09:00:16Z,cash_out,1000,SUCCESS,146500,147500,,NONE,false,
RO-TXN-300093,AGENT-005,"Sreepur, Gazipur",2024-08-12T09:30:26Z,cash_in,25000,SUCCESS,29500,4500,,NONE,false,
RO-TXN-300094,AGENT-008,"Chowrasta, Gazipur",2024-08-12T17:30:30Z,cash_out,8000,SUCCESS,107000,115000,,NONE,false,
RO-TXN-300095,AGENT-004,"Mirpur, Dhaka",2024-08-13T12:45:14Z,cash_out,1500,SUCCESS,47500,49000,,NONE,false,
RO-TXN-300096,AGENT-004,"Mirpur, Dhaka",2024-08-13T18:45:31Z,cash_out,15000,SUCCESS,49000,64000,,NONE,false,
RO-TXN-300097,AGENT-004,"Mirpur, Dhaka",2024-08-13T18:30:11Z,cash_in,1500,SUCCESS,64000,62500,,NONE,false,
RO-TXN-300098,AGENT-008,"Chowrasta, Gazipur",2024-08-13T21:15:01Z,cash_out,1000,SUCCESS,115000,116000,,NONE,false,
RO-TXN-300099,AGENT-003,"Dhanmondi, Dhaka",2024-08-14T13:15:44Z,cash_out,15000,SUCCESS,114500,129500,,NONE,false,
RO-TXN-300100,AGENT-005,"Sreepur, Gazipur",2024-08-14T15:15:20Z,cash_out,25000,SUCCESS,99442,124442,,NONE,false,
RO-TXN-300101,AGENT-005,"Sreepur, Gazipur",2024-08-14T20:30:02Z,cash_out,1000,SUCCESS,124442,125442,,NONE,false,
RO-TXN-300102,AGENT-006,"Sadar, Mymensingh",2024-08-14T18:30:43Z,cash_in,10000,SUCCESS,85500,75500,,NONE,false,
RO-TXN-300103,AGENT-007,"Sadar, Tangail",2024-08-14T12:00:43Z,cash_in,500,SUCCESS,73500,73000,,NONE,false,
RO-TXN-300104,AGENT-008,"Chowrasta, Gazipur",2024-08-14T18:45:00Z,cash_out,2000,SUCCESS,116000,118000,,NONE,false,
RO-TXN-300105,AGENT-001,"Gulshan, Dhaka",2024-08-15T23:45:54Z,cash_in,25000,SUCCESS,82000,57000,,NONE,false,
RO-TXN-300106,AGENT-002,"Motijheel, Dhaka",2024-08-15T11:30:58Z,cash_in,3000,SUCCESS,147500,144500,,NONE,false,
RO-TXN-300107,AGENT-002,"Motijheel, Dhaka",2024-08-15T20:15:01Z,cash_in,500,SUCCESS,144500,144000,,NONE,false,
RO-TXN-300108,AGENT-003,"Dhanmondi, Dhaka",2024-08-15T12:45:28Z,cash_in,8000,SUCCESS,129500,121500,,NONE,false,
RO-TXN-300109,AGENT-004,"Mirpur, Dhaka",2024-08-15T14:30:12Z,cash_out,8000,SUCCESS,62500,70500,,NONE,false,
RO-TXN-300110,AGENT-005,"Sreepur, Gazipur",2024-08-15T14:15:37Z,cash_in,25000,SUCCESS,125442,100442,,NONE,false,
RO-TXN-300111,AGENT-008,"Chowrasta, Gazipur",2024-08-15T11:30:38Z,cash_in,5000,SUCCESS,118000,113000,,NONE,false,
RO-TXN-300112,AGENT-002,"Motijheel, Dhaka",2024-08-16T11:15:19Z,cash_in,500,SUCCESS,144000,143500,,NONE,false,
RO-TXN-300113,AGENT-002,"Motijheel, Dhaka",2024-08-16T08:15:30Z,cash_out,1500,SUCCESS,143500,145000,,NONE,false,
RO-TXN-300114,AGENT-002,"Motijheel, Dhaka",2024-08-17T13:15:03Z,cash_out,15000,SUCCESS,145000,160000,,NONE,false,
RO-TXN-300115,AGENT-003,"Dhanmondi, Dhaka",2024-08-17T20:00:19Z,cash_out,1500,SUCCESS,121500,123000,,NONE,false,
RO-TXN-300116,AGENT-004,"Mirpur, Dhaka",2024-08-17T12:45:00Z,cash_in,1000,SUCCESS,70500,69500,,NONE,false,
RO-TXN-300117,AGENT-004,"Mirpur, Dhaka",2024-08-17T21:00:52Z,cash_out,3000,SUCCESS,69500,72500,,NONE,false,
RO-TXN-300118,AGENT-007,"Sadar, Tangail",2024-08-17T11:45:42Z,cash_out,3000,SUCCESS,73000,76000,,NONE,false,
RO-TXN-300119,AGENT-007,"Sadar, Tangail",2024-08-17T18:15:44Z,cash_in,5000,SUCCESS,76000,71000,,NONE,false,
RO-TXN-300120,AGENT-005,"Sreepur, Gazipur",2024-08-18T09:30:57Z,cash_out,10000,SUCCESS,100442,110442,,NONE,false,
RO-TXN-300121,AGENT-007,"Sadar, Tangail",2024-08-18T14:15:47Z,cash_in,2000,SUCCESS,71000,69000,,NONE,false,
RO-TXN-300122,AGENT-001,"Gulshan, Dhaka",2024-08-19T13:30:52Z,cash_out,3000,SUCCESS,57000,60000,,NONE,false,
RO-TXN-300123,AGENT-002,"Motijheel, Dhaka",2024-08-19T12:15:25Z,cash_out,1500,SUCCESS,160000,161500,,NONE,false,
RO-TXN-300124,AGENT-001,"Gulshan, Dhaka",2024-08-20T17:15:46Z,cash_in,3000,SUCCESS,60000,57000,,NONE,false,
RO-TXN-300125,AGENT-003,"Dhanmondi, Dhaka",2024-08-20T16:15:04Z,cash_out,1000,SUCCESS,123000,124000,,NONE,false,
RO-TXN-300126,AGENT-003,"Dhanmondi, Dhaka",2024-08-22T15:15:07Z,cash_out,1000,SUCCESS,124000,125000,,NONE,false,
RO-TXN-300127,AGENT-003,"Dhanmondi, Dhaka",2024-08-22T16:45:47Z,cash_out,25000,SUCCESS,125000,150000,,NONE,false,
RO-TXN-300128,AGENT-003,"Dhanmondi, Dhaka",2024-08-22T20:30:15Z,cash_out,8000,SUCCESS,150000,158000,,NONE,false,
RO-TXN-300129,AGENT-004,"Mirpur, Dhaka",2024-08-22T17:45:56Z,cash_in,15000,SUCCESS,72500,57500,,NONE,false,
RO-TXN-300130,AGENT-006,"Sadar, Mymensingh",2024-08-22T15:15:10Z,cash_out,500,SUCCESS,75500,76000,,NONE,false,
RO-TXN-300131,AGENT-008,"Chowrasta, Gazipur",2024-08-22T21:45:02Z,cash_out,2000,SUCCESS,113000,115000,,NONE,false,
RO-TXN-300132,AGENT-001,"Gulshan, Dhaka",2024-08-23T08:45:52Z,cash_out,10000,SUCCESS,57000,67000,,NONE,false,
RO-TXN-300133,AGENT-001,"Gulshan, Dhaka",2024-08-23T16:00:51Z,cash_out,20000,SUCCESS,67000,87000,,NONE,false,
RO-TXN-300134,AGENT-002,"Motijheel, Dhaka",2024-08-23T19:45:00Z,cash_in,20000,SUCCESS,161500,141500,,NONE,false,
RO-TXN-300135,AGENT-002,"Motijheel, Dhaka",2024-08-23T12:15:40Z,cash_out,500,SUCCESS,141500,142000,,NONE,false,
RO-TXN-300136,AGENT-003,"Dhanmondi, Dhaka",2024-08-23T12:00:36Z,cash_out,5000,SUCCESS,158000,163000,,NONE,false,
RO-TXN-300137,AGENT-005,"Sreepur, Gazipur",2024-08-23T10:30:51Z,cash_out,25000,SUCCESS,110442,135442,,NONE,false,
RO-TXN-300138,AGENT-003,"Dhanmondi, Dhaka",2024-08-24T16:00:09Z,cash_in,500,SUCCESS,163000,162500,,NONE,false,
RO-TXN-300139,AGENT-002,"Motijheel, Dhaka",2024-08-26T16:30:22Z,cash_out,500,SUCCESS,142000,142500,,NONE,false,
RO-TXN-300140,AGENT-003,"Dhanmondi, Dhaka",2024-08-26T09:15:39Z,cash_in,3000,SUCCESS,162500,159500,,NONE,false,
RO-TXN-300141,AGENT-001,"Gulshan, Dhaka",2024-08-27T10:45:06Z,cash_out,2000,SUCCESS,87000,89000,,NONE,false,
RO-TXN-300142,AGENT-002,"Motijheel, Dhaka",2024-08-27T18:00:48Z,cash_out,1000,SUCCESS,142500,143500,,NONE,false,
RO-TXN-300143,AGENT-004,"Mirpur, Dhaka",2024-08-27T21:15:50Z,cash_out,25000,SUCCESS,57500,82500,,NONE,false,
RO-TXN-300144,AGENT-003,"Dhanmondi, Dhaka",2024-08-28T20:00:46Z,cash_in,8000,SUCCESS,159500,151500,,NONE,false,
RO-TXN-300145,AGENT-003,"Dhanmondi, Dhaka",2024-08-28T19:45:10Z,cash_out,8000,SUCCESS,151500,159500,,NONE,false,
RO-TXN-300146,AGENT-007,"Sadar, Tangail",2024-08-28T08:00:51Z,cash_out,25000,SUCCESS,69000,94000,,NONE,false,
RO-TXN-300147,AGENT-008,"Chowrasta, Gazipur",2024-08-28T21:30:54Z,cash_out,500,SUCCESS,115000,115500,,NONE,false,
RO-TXN-300148,AGENT-002,"Motijheel, Dhaka",2024-08-29T11:15:13Z,cash_in,15000,SUCCESS,143500,128500,,NONE,false,
RO-TXN-300149,AGENT-002,"Motijheel, Dhaka",2024-08-29T13:30:29Z,cash_out,15000,SUCCESS,128500,143500,,NONE,false,
RO-TXN-300150,AGENT-003,"Dhanmondi, Dhaka",2024-08-29T17:15:10Z,cash_out,8000,SUCCESS,159500,167500,,NONE,false,
RO-TXN-300151,AGENT-004,"Mirpur, Dhaka",2024-08-29T10:45:29Z,cash_out,25000,SUCCESS,82500,107500,,NONE,false,
RO-TXN-300152,AGENT-006,"Sadar, Mymensingh",2024-08-29T15:15:58Z,cash_in,2000,SUCCESS,76000,74000,,NONE,false,
RO-TXN-300153,AGENT-006,"Sadar, Mymensingh",2024-08-29T10:45:09Z,cash_out,25000,SUCCESS,74000,99000,,NONE,false,
RO-TXN-300154,AGENT-008,"Chowrasta, Gazipur",2024-08-29T15:00:53Z,cash_in,2000,SUCCESS,115500,113500,,NONE,false,
RO-TXN-300155,AGENT-004,"Mirpur, Dhaka",2024-08-30T21:30:15Z,cash_out,500,SUCCESS,107500,108000,,NONE,false,
RO-TXN-300156,AGENT-007,"Sadar, Tangail",2024-08-30T10:00:15Z,cash_out,500,SUCCESS,94000,94500,,NONE,false,
RO-TXN-300157,AGENT-001,"Gulshan, Dhaka",2024-08-31T12:30:03Z,cash_in,25000,SUCCESS,89000,64000,,NONE,false,
RO-TXN-300158,AGENT-002,"Motijheel, Dhaka",2024-08-31T21:00:42Z,cash_in,20000,SUCCESS,143500,123500,,NONE,false,
RO-TXN-300159,AGENT-003,"Dhanmondi, Dhaka",2024-08-31T17:15:14Z,cash_out,25000,SUCCESS,167500,192500,,NONE,false,
RO-TXN-300160,AGENT-006,"Sadar, Mymensingh",2024-08-31T20:15:37Z,cash_out,25000,SUCCESS,99000,124000,,NONE,false,
RO-TXN-300161,AGENT-007,"Sadar, Tangail",2024-08-31T16:45:00Z,cash_out,1500,SUCCESS,94500,96000,,NONE,false,
RO-TXN-300162,AGENT-001,"Gulshan, Dhaka",2024-09-01T14:30:53Z,cash_in,25000,SUCCESS,64000,39000,,NONE,false,
RO-TXN-300163,AGENT-002,"Motijheel, Dhaka",2024-09-01T09:30:06Z,cash_out,500,SUCCESS,123500,124000,,NONE,false,
RO-TXN-300164,AGENT-004,"Mirpur, Dhaka",2024-09-01T18:45:19Z,cash_in,1000,SUCCESS,108000,107000,,NONE,false,
RO-TXN-300165,AGENT-008,"Chowrasta, Gazipur",2024-09-01T20:15:57Z,cash_out,3000,SUCCESS,113500,116500,,NONE,false,
RO-TXN-300166,AGENT-008,"Chowrasta, Gazipur",2024-09-01T10:15:32Z,cash_in,25000,SUCCESS,116500,91500,,NONE,false,
RO-TXN-300167,AGENT-008,"Chowrasta, Gazipur",2024-09-01T17:00:19Z,cash_in,5000,SUCCESS,91500,86500,,NONE,false,
RO-TXN-300168,AGENT-002,"Motijheel, Dhaka",2024-09-02T15:00:59Z,cash_out,5000,SUCCESS,124000,129000,,NONE,false,
RO-TXN-300169,AGENT-003,"Dhanmondi, Dhaka",2024-09-02T20:15:21Z,cash_out,10000,SUCCESS,192500,202500,,NONE,false,
RO-TXN-300170,AGENT-004,"Mirpur, Dhaka",2024-09-02T08:45:21Z,cash_out,8000,SUCCESS,107000,115000,,NONE,false,
RO-TXN-300171,AGENT-005,"Sreepur, Gazipur",2024-09-02T13:30:50Z,cash_out,500,SUCCESS,135442,135942,,NONE,false,
RO-TXN-300172,AGENT-007,"Sadar, Tangail",2024-09-02T19:00:56Z,cash_out,20000,SUCCESS,96000,116000,,NONE,false,
RO-TXN-300173,AGENT-001,"Gulshan, Dhaka",2024-09-03T21:45:32Z,cash_in,3000,SUCCESS,39000,36000,,NONE,false,
RO-TXN-300174,AGENT-001,"Gulshan, Dhaka",2024-09-03T10:45:13Z,cash_out,10000,SUCCESS,36000,46000,,NONE,false,
RO-TXN-300175,AGENT-002,"Motijheel, Dhaka",2024-09-03T13:15:14Z,cash_in,10000,SUCCESS,129000,119000,,NONE,false,
RO-TXN-300176,AGENT-003,"Dhanmondi, Dhaka",2024-09-03T14:45:30Z,cash_in,8000,SUCCESS,202500,194500,,NONE,false,
RO-TXN-300177,AGENT-004,"Mirpur, Dhaka",2024-09-03T17:15:29Z,cash_in,5000,SUCCESS,115000,110000,,NONE,false,
RO-TXN-300178,AGENT-005,"Sreepur, Gazipur",2024-09-03T16:30:41Z,cash_in,5000,SUCCESS,135942,130942,,NONE,false,
RO-TXN-300179,AGENT-007,"Sadar, Tangail",2024-09-03T17:00:27Z,cash_out,15000,SUCCESS,116000,131000,,NONE,false,
RO-TXN-300180,AGENT-007,"Sadar, Tangail",2024-09-03T19:45:50Z,cash_in,10000,SUCCESS,131000,121000,,NONE,false,
RO-TXN-300181,AGENT-001,"Gulshan, Dhaka",2024-09-04T15:30:02Z,cash_out,1500,SUCCESS,46000,47500,,NONE,false,
RO-TXN-300182,AGENT-003,"Dhanmondi, Dhaka",2024-09-04T21:15:12Z,cash_in,8000,SUCCESS,194500,186500,,NONE,false,
RO-TXN-300183,AGENT-004,"Mirpur, Dhaka",2024-09-04T12:45:06Z,cash_in,10000,SUCCESS,110000,100000,,NONE,false,
RO-TXN-300184,AGENT-005,"Sreepur, Gazipur",2024-09-04T17:30:15Z,cash_in,500,SUCCESS,130942,130442,,NONE,false,
RO-TXN-300185,AGENT-006,"Sadar, Mymensingh",2024-09-04T17:00:12Z,cash_in,15000,SUCCESS,124000,109000,,NONE,false,
RO-TXN-300186,AGENT-008,"Chowrasta, Gazipur",2024-09-04T14:15:01Z,cash_out,8000,SUCCESS,86500,94500,,NONE,false,
RO-TXN-300187,AGENT-001,"Gulshan, Dhaka",2024-09-05T13:15:10Z,cash_out,1000,SUCCESS,47500,48500,,NONE,false,
